language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.96  T=0.44 s (1109.7 files/s 382773.6 lines/s)"
Markdown,./docs/malcolm-iso.md,27,0,60
YAML,./.github/workflows/opensearch-build-and-push-ghcr.yml,2,0,59
YAML,./.github/workflows/postgresql-build-and-push-ghcr.yml,2,0,59
YAML,./.github/workflows/redis-build-and-push-ghcr.yml,2,0,59
Dockerfile,./Dockerfiles/freq.Dockerfile,15,2,59
Markdown,./docs/components.md,3,0,58
Ruby,./logstash/ruby/hashhash_to_hasharray.rb,18,2,58
Markdown,./docs/protocols.md,7,0,57
Ruby,./logstash/ruby/freq_lookup.rb,17,10,57
Bourne Shell,./pcap-capture/scripts/netsniff-roll.sh,19,15,56
Markdown,./docs/dashboards.md,44,0,55
YAML,./logstash/maps/ip_protocol_name_to_number.yaml,0,0,55
Dockerfile,./Dockerfiles/opensearch.Dockerfile,17,4,54
Markdown,./docs/malcolm-upgrade.md,19,0,54
YAML,./logstash/maps/ip_protocol_number_to_name.yaml,0,0,54
HTML,./_layouts/default.html,27,25,53
JSON,./arkime/etc/user_settings.json,0,0,53
Bourne Again Shell,./sensor-iso/interface/sensor_ctl/stop,13,15,53
Bourne Shell,./shared/bin/opensearch_status.sh,16,15,53
Markdown,./docs/opensearch-instances.md,31,0,50
YAML,./logstash/maps/ftp_result_codes.yaml,0,0,49
Bourne Shell,./sensor-iso/beats/build.sh,15,5,49
JSON,./dashboards/anomaly_detectors/malcolm_init_dummy.json,0,0,48
Ruby,./logstash/ruby/compact_event.rb,12,3,48
Text,./sensor-iso/config/bootloaders/grub-pc/live-theme/theme.txt,3,0,48
JSON,./dashboards/anomaly_detectors/file_mime_type.json,0,0,47
JSON,./dashboards/anomaly_detectors/network_protocol.json,0,0,47
JSON,./dashboards/anomaly_detectors/total_bytes.json,0,0,47
Markdown,./docs/live-analysis.md,15,0,47
Bourne Shell,./pcap-capture/scripts/supervisor.sh,23,11,47
Dockerfile,./Dockerfiles/postgresql.Dockerfile,11,2,45
